Player,Runs,is_century,is_duck,missed_century,ScoreRate,No. of Matches
Richard W Sims,31.0,0,0,0,70.0,2
Richard W Staple,4.0,0,1,0,20.0,2
Ricky T Ponting,13686.0,30,20,5,69.83119444444444,360
Ridley D Jacobs,1865.0,0,14,0,65.43741071428572,112
Rikki Clarke,144.0,0,2,0,47.588461538461544,13
Rizwan Cheema,707.0,0,3,1,86.52366666666667,30
Rizwan Latif,0.0,0,1,0,0.0,1
Rizwan-Uz-Zaman,20.0,0,0,0,15.566666666666668,3
Robert A L Massie,16.0,0,0,0,66.66,1
Robert A Woolmer,21.0,0,1,0,39.105000000000004,4
Robert B Kerr,97.0,0,0,0,42.457499999999996,4
Robert B Simpson,36.0,0,0,0,66.735,2
Robert C Haynes,26.0,0,3,0,26.25,6
Robert C Russell,423.0,0,0,0,79.47903225806449,31
Robert D B Croft,345.0,0,4,0,73.85972222222222,36
Robert F Van Oosterom,7.0,0,1,0,27.776666666666667,3
Robert G Callender,0.0,0,2,0,0.0,2
Robert G D Willis,83.0,0,5,0,63.49090909090909,22
Robert G Hart,0.0,0,1,0,0.0,1
Robert G Samuels,54.0,0,0,0,69.054,5
Robert H Vance,248.0,0,0,1,41.379999999999995,8
Robert J Bailey,137.0,0,0,0,74.4075,4
Robert J Kennedy,17.0,0,1,0,81.66499999999999,4
Robert J Kirtley,2.0,0,0,0,22.915,2
Robert J Nicol,131.0,1,0,0,69.68666666666667,3
Robert T Robinson,597.0,0,2,0,52.08576923076922,26
Robert W Anderson,16.0,0,0,0,34.09,2
Robert W T Key,54.0,0,1,0,33.982,5
Robert W Taylor,130.0,0,2,0,41.86235294117647,17
Robin A Smith,2419.0,4,4,1,55.979142857142854,70
Robin D Brown,110.0,0,0,0,26.861428571428572,7
Robin D Jackman,54.0,0,2,0,53.59777777777778,9
Robin J Peterson,231.0,0,4,0,83.99260869565217,23
Robin V Uthappa,786.0,0,4,0,82.45323529411765,34
Rodney E Redmond,3.0,0,0,0,27.27,1
Rodney J McCurdy,33.0,0,1,0,42.025,6
Rodney J Trott,130.0,0,1,0,44.09,10
Rodney M Hogg,137.0,0,8,0,59.778857142857134,35
Rodney T Latham,583.0,0,3,0,50.98757575757575,33
Rodney W Marsh,1225.0,0,7,0,75.91855263157893,76
Roelof E van der Merwe,39.0,0,1,0,86.78428571428572,7
Roger A Harper,855.0,0,8,0,72.01616438356162,73
Roger D Woolley,31.0,0,0,0,91.91666666666667,3
Roger G C E Wijesuriya,18.0,0,1,0,41.07,3
Roger G Twose,2717.0,1,6,2,69.07172839506174,81
Roger K Whelan,5.0,0,1,0,50.0,2
Roger M H Binny,629.0,0,6,0,54.444489795918365,49
Roger Telemachus,73.0,0,2,0,63.692,15
Rohan B Kanhai,164.0,0,0,0,60.81,5
Rohan P Alexander,34.0,0,0,0,41.94,2
Rohan S A Jayasekera,17.0,0,0,0,40.47,1
Rohan S Gavaskar,151.0,0,0,0,69.959,10
Rohit G Sharma,1505.0,2,7,0,60.7484126984127,63
Roland I C Holder,599.0,0,4,0,60.22451612903225,31
Roland O Butcher,58.0,0,0,0,60.35666666666666,3
Roland P Lefebvre,171.0,0,0,0,64.28,11
Romesh S Kaluwitharana,3711.0,2,24,2,69.15171270718227,181
Ronald C Irani,360.0,0,7,0,64.15633333333331,30
Ronald G A Headley,19.0,0,0,0,46.34,1
Ronald G De Alwis,401.0,0,2,0,80.83925925925925,27
Ronald T Hart,3.0,0,0,0,10.34,1
Rory D McCann,44.0,0,1,0,55.794,5
Roshan S Mahanama,5162.0,4,16,3,56.235757575757575,198
Ross Edwards,255.0,0,1,0,61.91625,8
Ross T Lyons ,92.0,0,3,0,82.29142857142857,14
Roy C Fredericks,311.0,1,0,0,61.30666666666667,12
Roy L Dias,1573.0,2,4,0,57.66563636363637,55
Roydon L Hayes,13.0,0,0,0,52.0,1
Royston T Crandon,5.0,0,0,0,55.55,1
Rubel Hossain,23.0,0,8,0,31.391666666666666,18
Rudi E Bryson,32.0,0,0,0,134.58249999999998,4
Rudolph J van Vuuren,26.0,0,3,0,34.736000000000004,5
Rudra P  Singh Jr,104.0,0,4,0,45.6455,20
Rumesh J Ratnayake,612.0,0,5,0,81.45981818181818,55
Runako S Morton,1519.0,2,7,0,50.05901960784313,51
Runish D Gudhka,17.0,0,0,0,121.425,2
Russel P Arnold,3950.0,1,7,1,71.1858064516129,155
Russell D M Leverock,112.0,0,2,0,43.002631578947366,19
Rustam A Bhatti,3.0,0,0,0,75.0,1
Ruvindu Gunasekera,251.0,0,1,0,50.54583333333334,12
Ruwan S Kalpage,844.0,0,3,0,68.79449275362317,69
Ryan  McLaren,37.0,0,2,0,52.86874999999999,8
Ryan D Steede,70.0,0,0,0,58.792857142857144,7
Ryan Flannigan,0.0,0,1,0,0.0,1
Ryan Higgins,15.0,0,4,0,18.05375,8
Ryan J Campbell,54.0,0,0,0,80.975,2
Ryan J Harris,43.0,0,4,0,78.33272727272728,11
Ryan J Sidebottom,133.0,0,2,0,73.93888888888888,18
Ryan N ten Doeschate,1541.0,5,1,1,80.48406250000001,32
Ryan O Hinds,101.0,0,0,0,61.20666666666667,9
Ryan O Hurley,13.0,0,1,0,30.475,4
Ryan R Watson,950.0,1,4,0,67.43314285714287,35
Ryan Ramdass,1.0,0,0,0,11.11,1
Ryan S Haire,56.0,0,0,0,53.964999999999996,2
S B Lama,16.0,0,0,0,33.33,1
Saadat Ali,184.0,0,0,0,49.10857142857144,7
Saba Karim,362.0,0,3,0,60.66777777777778,27
Sachin R Tendulkar,18111.0,48,20,17,74.61212669683265,442
Sadagopan Ramesh,646.0,0,3,0,52.63708333333333,24
Sadiq Mohammad,383.0,0,0,0,45.37473684210527,19
Saeed Ajmal,126.0,0,8,0,46.06310344827587,29
Saeed Anwar,8824.0,20,15,2,72.01553278688525,244
Saeed Azad,65.0,0,0,0,44.6575,4
Safyaan Sharif,10.0,0,0,0,39.165,2
Sagi L Venkatapathy Raju,32.0,0,6,0,41.91375,16
Sahan H T Kandamby,870.0,0,1,2,70.40114285714287,35
Saiful Islam,37.0,0,0,0,57.834999999999994,5
Sairaj V Bahutule,23.0,0,1,0,54.485,4
Sajid Ali,130.0,0,0,0,46.01833333333334,12
Sajid I Mahmood,85.0,0,4,0,68.01066666666665,15
Sajjad Ahmed,15.0,0,0,0,47.08,2
Sajjad Akbar,5.0,0,0,0,55.55,1
Salahuddin Ahmed,24.0,0,1,0,13.703999999999999,5
Saleem Altaf,25.0,0,0,0,48.33,2
Saleem Elahi,1579.0,4,3,0,70.28829787234044,47
Saleem Mukuddem,331.0,0,3,0,46.08888888888889,18
Saleem Pervez,18.0,0,0,0,46.15,1
Saleem Raza,159.0,0,0,0,86.57666666666667,6
Salil A Ankola,34.0,0,5,0,59.887692307692305,13
Salim Jaffer,36.0,0,3,0,47.98461538461539,13
Salim Malik,7170.0,5,20,2,68.5674609375,256
Salim Yousuf,768.0,0,9,0,66.62225806451613,62
Salman Butt,2725.0,8,15,0,55.671410256410255,78
Samantha I De Saram,183.0,0,0,0,70.89461538461539,13
Sameer S Dighe,256.0,0,2,1,52.07588235294117,17
Sameer Zia,2.0,0,0,0,10.0,1
Samit R Patel,306.0,0,0,0,91.42846153846155,13
Samiullah Shenwari,300.0,0,0,0,65.64,12
Samiur Rahman,4.0,0,1,0,40.0,2
Sampathawudage A R Silva,441.0,0,1,0,44.4655,20
Samuel Walusimbi,38.0,0,0,0,29.80666666666667,3
Sanath M S Kaluperuma,11.0,0,0,0,28.915,2
Sanath T Jayasuriya,13430.0,28,34,6,77.5775057736721,433
Sandanand Viswanath,72.0,0,0,0,61.22083333333334,12
Sandeep Jyoti,264.0,1,3,0,37.79615384615384,13
Sandeep K Gupta,121.0,0,3,0,44.075,10
Sandeep M Patil,1005.0,0,4,0,66.46142857142856,42
Sangarange D Anurasiri,62.0,0,5,0,44.708333333333336,18
Sanjay B Bangar,180.0,0,3,0,50.970000000000006,15
Sanjay S Raul,8.0,0,1,0,30.765,2
Sanjay V Manjrekar,1994.0,1,4,0,55.501285714285714,70
Sanjayan Thuraisingam,45.0,0,2,0,39.592222222222226,9
Sanjeev K Sharma,80.0,0,2,0,49.93416666666668,12
Sanjeeva Ranatunga,253.0,0,0,0,45.666363636363634,11
Sanjeewa K L de Silva,161.0,0,0,0,80.70833333333333,6
Sanwar Hossain,290.0,0,2,0,50.18925925925925,27
Saqib Ali,29.0,0,0,0,53.489999999999995,2
Saqlain Mushtaq,711.0,0,17,0,55.72520408163264,98
Saradindu P Mukherjee,2.0,0,0,0,100.0,1
Sarandeep Singh,47.0,0,0,0,63.8725,4
Sarel F Burger,11.0,0,0,0,67.855,2
Sarfraz Ahmed,32.0,0,0,0,51.36666666666667,3
Sarfraz Nawaz,221.0,0,7,0,51.01225806451613,31
Scott B Styris,4483.0,4,9,0,73.65565217391301,161
Scott G Borthwick,18.0,0,0,0,104.755,2
Sean C Williams,1147.0,0,3,0,63.14195652173913,47
Sean G Davies,67.0,0,0,0,32.1725,4
Sean M Ervine,698.0,1,5,0,76.4685294117647,34
Seekkuge Prasanna,0.0,0,1,0,0.0,1
Separamadu L Malinga,303.0,0,13,0,73.9242222222222,45
Seren Waters,419.0,0,2,0,49.801500000000004,20
Sew Shivnarine,20.0,0,0,0,46.51,1
Sewnarine Chattergoon,370.0,0,2,0,49.10941176470588,17
Shabbir Ahmed,10.0,0,4,0,33.657272727272726,11
Shabir Noori,169.0,0,2,1,46.606249999999996,8
Shadab Kabir,0.0,0,3,0,0.0,3
Shafiek Abrahams,16.0,0,0,0,61.53,1
Shafiq Ahmed,41.0,0,0,0,38.236666666666665,3
Shafiqullah,0.0,0,1,0,0.0,1
Shafiuddin Ahmed,22.0,0,6,0,29.136000000000003,10
Shafiul Islam,102.0,0,6,0,47.23000000000001,21
Shahadat Hossain,79.0,0,9,0,38.256,26
Shaheed Keshvani,21.0,0,0,0,58.33,2
Shaheedur Rahman,62.0,0,0,0,56.87,2
Shahid Afridi,6695.0,6,26,0,103.14927392739277,303
Shahid Anwar,37.0,0,0,0,84.09,1
Shahid Mahboob,119.0,0,1,0,47.92166666666666,6
Shahid Nazir,25.0,0,3,0,80.89999999999999,8
Shahid Saeed,141.0,0,0,0,37.335,10
Shahriar Hossain,362.0,0,4,1,35.38,20
Shahriar Nafees,2162.0,4,11,1,54.64319444444445,72
Shahzad Khan,4.0,0,0,0,33.33,1
Shahzaib Hasan,100.0,0,0,0,85.91666666666667,3
Shakeel Ahmed (Jr),61.0,0,0,0,48.54,2
Shakeel Khan,0.0,0,1,0,0.0,1
Shakib Al Hasan,3342.0,5,6,1,70.87280701754385,114
Shanan L Stewart,26.0,0,0,0,48.385,4
Shane A Thomson,964.0,0,3,0,60.92653846153847,52
Shane E Bond,292.0,0,5,0,70.22425,40
Shane K Warne,1018.0,0,13,0,74.25476635514018,107
Shane Lee,477.0,0,3,0,90.62028571428573,35
Shane M Harwood,0.0,0,1,0,0.0,1
Shane R Watson,4186.0,6,8,2,85.7664462809917,121
Shanthakumaran Sreesanth,44.0,0,6,0,37.390952380952385,21
Shapoor Zadran,19.0,0,5,0,24.91,8
Shariful Haque,10.0,0,0,0,166.66,1
Sharma Madan Lal,401.0,0,1,0,62.12342857142856,35
Shaukat F Dukanwala,84.0,0,0,0,67.82750000000001,4
Shaul H U Karnain,229.0,0,2,0,52.18117647058824,17
Shaun D Udal,35.0,0,1,0,83.16285714285713,7
Shaun E Marsh,1274.0,2,2,0,65.22444444444443,36
Shaun F Graf,24.0,0,1,0,42.01833333333334,6
Shaun M Pollock,3519.0,1,24,0,84.6779512195122,205
Shaun W Tait,25.0,0,3,0,52.379999999999995,7
Shawn E Findlay,146.0,0,0,0,74.1425,8
Shayne B O'Connor,24.0,0,5,0,42.910000000000004,13
Sheik F A F Bacchus,612.0,0,2,0,63.5926923076923,26
Shem O Ngoche,25.0,0,3,0,33.32,8
Sherwin L Campbell,2283.0,2,9,0,50.94310344827588,87
Shikhar Dharwan,69.0,0,1,0,42.212,5
Shingirai W Masakadza,75.0,0,0,0,99.47749999999999,4
Shiraz Sumar,4.0,0,0,0,36.36,1
Shiv S Das,39.0,0,0,0,56.247499999999995,4
Shivnarine Chanderpaul,8778.0,11,6,5,68.70087649402387,251
Shoaib Akhtar,394.0,0,23,0,59.31119047619046,84
Shoaib Malik,5204.0,7,10,1,74.357816091954,174
Shoaib Mohammad,1269.0,1,8,0,42.361724137931034,58
Showkat Baksh,0.0,0,1,0,0.0,1
Shuvagata Hom,70.0,0,0,0,68.79333333333334,3
Sidath Wettimuny,786.0,0,1,0,43.07636363636363,33
Sikander Bakht,31.0,0,4,0,35.480909090909094,11
Simon B Doull,172.0,0,6,0,75.74,27
Simon M Katich,1324.0,1,3,0,65.47285714285714,42
Simon P Davis,20.0,0,3,0,65.45363636363636,11
Simon P Jones,1.0,0,0,0,50.0,1
Simon P O'Donnell,1242.0,0,6,0,73.86765625,64
Sirimewan K Ranasinghe,55.0,0,1,0,42.94333333333333,3
Skhawit Ali,8.0,0,1,0,20.0,2
Sohail Butt,8.0,0,0,0,53.33,2
Sohail Fazal,56.0,0,0,0,99.28999999999999,2
Sohail Khan,4.0,0,0,0,44.44,1
Sohail Tanvir,249.0,0,2,0,86.08454545454548,22
Sourav C Ganguly,11363.0,22,16,3,64.90043333333332,300
Sridharan Jeganathan,25.0,0,0,0,50.18750000000001,4
Sridharan Sriram,81.0,0,1,0,54.59571428571428,7
Srinivasaghavan Venkataraghavan,54.0,0,2,0,36.281111111111116,9
Stefan K W Kelly,14.0,0,2,0,50.43666666666667,6
Stephan J Swanepoel,43.0,0,0,0,43.356,5
Stephanus J Myburgh,61.0,0,0,0,87.83500000000001,2
Stephen B Smith,887.0,2,2,0,59.24800000000001,25
Stephen G Peall,91.0,0,4,0,45.658666666666676,15
Stephen J Cook,67.0,0,1,0,46.6225,4
Stephen J Harmison,91.0,0,7,0,56.0344,25
Stephen J Rixon,40.0,0,1,0,42.156666666666666,6
Stephen L Boock,30.0,0,2,0,62.498571428571424,7
Stephen O Tikolo,3421.0,3,13,3,61.25124031007751,130
Stephen P Fleming,8037.0,8,17,3,65.08631970260222,269
Stephen R Waugh,7569.0,3,17,1,69.41430555555557,288
Steve J Massiah,23.0,0,1,0,27.38,2
Steven D Jack,7.0,0,0,0,76.66499999999999,2
Steven D Outerbridge,338.0,0,4,0,45.53739130434783,23
Steven Elworthy,100.0,0,3,0,70.68499999999999,16
Steven J Palframan,55.0,0,0,0,62.95,4
Steven John Rhodes,107.0,0,1,0,61.879999999999995,8
Steven L Watkin,4.0,0,1,0,9.09,2
Steven M Davies,244.0,0,1,0,96.055,8
Steven P D Smith,317.0,0,2,0,93.93833333333333,18
Steven R Welsh,42.0,0,0,0,79.80666666666666,3
Steven T Finn,62.0,0,3,0,45.8725,8
Steven W Lubbers,24.0,0,0,0,84.7025,4
Stewart P Heaney,41.0,0,0,0,46.3275,4
Stuart C G MacGill,1.0,0,1,0,25.0,2
Stuart C J  Broad,392.0,0,9,0,61.19958333333332,48
Stuart C Meaker,2.0,0,0,0,13.33,2
Stuart C Williams,1586.0,1,6,0,53.24854545454545,55
Stuart G Law,1237.0,1,4,1,68.29411764705883,51
Stuart J Chalmers,9.0,0,0,0,64.28,1
Stuart J Roberts,1.0,0,0,0,50.0,1
Stuart Matsikenyeri,2196.0,0,8,0,63.723962264150956,106
Stuart R Clark,69.0,0,2,0,66.08,12
Stuart R Gillespie,70.0,0,2,0,59.547272727272734,11
Stuart V Carlisle,2740.0,3,11,1,55.12616822429906,107
Subramaniam Badrinath,79.0,0,0,0,45.64166666666666,6
Subroto T Banerjee,49.0,0,0,0,102.194,5
Sudath P Pasqual,24.0,0,0,0,69.22999999999999,2
Sudeep Tyagi,1.0,0,0,0,50.0,1
Sudhakar Rao,4.0,0,0,0,28.57,1
Sudhir S Naik,38.0,0,0,0,56.67,2
Suhrawadi Shuvo,98.0,0,0,0,83.668,10
Sujith B Somasunder,16.0,0,0,0,25.450000000000003,2
Sulieman J Benn,109.0,0,3,0,70.18375,16
Sultan Zarawani,26.0,0,1,0,34.57666666666666,6
Sunil A Jayasinghe,1.0,0,0,0,33.33,1
Sunil B Joshi,584.0,0,4,0,86.45533333333331,45
Sunil Dhaniram,906.0,0,3,1,72.17,41
Sunil M Gavaskar,3092.0,1,8,2,56.479215686274486,102
Sunil R D Wettimuny,136.0,0,0,0,62.596666666666664,3
Suraj Randiv,239.0,0,2,0,61.379333333333335,15
Surendra Seeraj,13.0,0,0,0,108.33,1
Surendra V Nayak,3.0,0,0,0,15.78,1
Suresh A Perera,195.0,0,2,0,57.70692307692308,13
Suresh K Raina,3172.0,3,8,0,81.5819090909091,110
Surinder Amarnath,100.0,0,0,0,68.74333333333333,3
Surinder C Khanna,176.0,0,1,0,53.160000000000004,10
Syed Abid Ali,93.0,0,0,0,67.41666666666667,3
Syed M H Kirmani,373.0,0,2,0,53.28064516129031,31
Syed Maqsood,18.0,0,0,0,40.235,2
Syed Rasel,81.0,0,8,0,41.11629629629629,27
Syed Zaheer Abbas,2572.0,7,2,3,74.89716666666665,60
Sylvester C Joseph,161.0,0,2,0,41.54818181818182,11
Sylvester T Clarke,60.0,0,2,0,79.6525,8
Tabarak Dar,101.0,0,0,0,58.24249999999999,4
Tafadzwa Kamungozi,0.0,0,3,0,0.0,3
Tafadzwa V Mufambisi,55.0,0,0,0,60.785,6
Tahir Naqqash,210.0,0,6,0,68.0213043478261,23
Talha Jubair,5.0,0,3,0,16.666,5
Tamahau K Canning,52.0,0,1,0,55.732499999999995,4
Tamim Iqbal,3112.0,3,10,1,70.17,106
Tanmay Mishra,907.0,0,4,0,61.31176470588236,34
Tanvir Ahmed,18.0,0,0,0,150.0,1
Tanvir Mehdi,0.0,0,1,0,0.0,1
Tapash Baisya,336.0,0,4,0,61.0929268292683,41
Tareq Aziz,26.0,0,2,0,35.0225,8
Tariq Iqbal,17.0,0,0,0,27.5,2
Tariq Javed,15.0,0,0,0,26.50333333333333,3
Taslim Arif,28.0,0,0,0,49.0,2
Tatenda Taibu,3297.0,2,16,2,56.657761194029845,134
Taufeeq Umar,505.0,0,0,0,48.53681818181819,22
Tausif Ahmed,116.0,0,7,0,50.71759999999999,25
Tawanda Mupariwa,165.0,0,8,0,47.76892857142857,28
Terence M Alderman,32.0,0,10,0,23.691666666666666,18
Terrence Duffin,546.0,0,1,0,47.51,23
Terrence J Jenner,12.0,0,0,0,48.0,1
Thandi Tshabalala,2.0,0,0,0,66.66,1
Thelston R O Payne,126.0,0,0,0,59.665000000000006,4
Thewarathantrige L Fernando,8.0,0,0,0,133.33,1
Thilan T Samaraweera,862.0,2,4,0,64.58738095238094,42
Thilan Thushara,392.0,0,5,0,82.78333333333333,27
Thirunavukkar A S U Kumaran,19.0,0,0,0,69.62666666666667,3
Thomas G Hogan,72.0,0,2,0,57.00666666666667,12
Thomas J Heggelman,27.0,0,0,0,28.434000000000005,5
Thomas M Moody,1211.0,0,7,0,61.822031250000016,64
Thomas M Odoyo,2418.0,1,12,0,64.94059829059829,118
Thudellage C B Fernando,29.0,0,2,0,49.54,10
Tillekeratne M Dilshan,5606.0,10,7,1,81.42110526315787,190
Timotheus B M de Leede,400.0,0,4,0,50.52000000000001,25
Timothy A Lloyd,101.0,0,0,0,42.61666666666667,3
Timothy B A May,39.0,0,2,0,67.57583333333334,12
Timothy D Paine,737.0,1,1,0,64.41615384615386,26
Timothy G Shaw,26.0,0,2,0,54.94,6
Timothy G Southee,162.0,0,6,0,75.00925925925927,27
Timothy J G  Gruitjers,68.0,0,0,0,48.9075,4
Timothy J Zoehrer,130.0,0,2,0,71.51066666666665,15
Timothy R Ambrose,10.0,0,1,0,36.968,5
Timothy Smart,34.0,0,0,0,34.085,2
Timothy T Bresnan,669.0,0,3,0,91.62295454545453,44
Timycen Maruma,53.0,0,1,0,45.16142857142857,7
Tinashe Panyangara,94.0,0,6,0,36.07333333333333,21
Tino L Best,52.0,0,0,0,69.09875000000001,8
Tinu Yohannan,7.0,0,0,0,66.66499999999999,2
Tirotenda M K Mawoyo,24.0,0,0,0,42.650000000000006,2
Tirumalai E Srinivasan,10.0,0,0,0,33.695,2
Tom L W Cooper,864.0,1,0,1,73.31111111111112,18
Tom N de Grooth,467.0,0,1,1,54.857333333333344,30
Tony E Blain,442.0,0,7,0,62.82842105263157,38
Travis J Friend,548.0,0,7,1,56.50692307692308,39
Travis M Dowlin,228.0,1,3,0,37.77545454545455,11
Treadwell Gibbons,33.0,0,1,0,19.41,2
Trevin C Bastiampillai,172.0,0,1,0,59.84727272727273,11
Trevor E Jesty,127.0,0,2,0,49.861,10
Trevor J Franklin,27.0,0,1,0,22.78333333333333,3
Trevor J Laughlin,105.0,0,0,0,64.414,5
Trevor M Chappell,229.0,1,2,0,46.916923076923084,13
Trevor N Madondo,191.0,0,2,0,42.78846153846154,13
Trevor R Gripper,80.0,0,1,0,40.1575,8
Tushar Imran,574.0,0,8,0,43.72775000000001,40
Tyson G Gordon,27.0,0,0,0,48.786,5
U W M B Chanaka A Welegedara,4.0,0,0,0,58.333333333333336,3
Ujesh Ranchod,3.0,0,0,0,50.0,1
Umagiliya D U Chandana,1627.0,0,9,0,67.65099099099096,111
Umar Akmal,1285.0,1,3,0,79.19950000000001,40
Umar Amin,34.0,0,0,0,58.04333333333333,3
Umar Bhatti,378.0,0,3,0,77.88466666666666,30
Umar Gul,284.0,0,8,0,57.54261904761905,42
Umesh Yadav,3.0,0,0,0,100.0,1
Ungamandadige N K Fernando,22.0,0,0,0,78.78,2
Upul C Hathurusinghe,669.0,0,3,0,43.033636363636354,33
Usman Limbada,132.0,0,0,0,69.25142857142856,7
Usman Salahuddin,13.0,0,0,0,51.25,2
Utpal Chatterjee,6.0,0,0,0,36.0,2
Vakkadai B Chandrasekhar,88.0,0,0,0,53.93714285714286,7
Vanburn A Holder,64.0,0,1,0,95.235,6
Vangipurappu V S Laxman,2338.0,6,4,1,59.65409638554217,83
Vasbert C Drakes,94.0,0,5,0,40.6935294117647,17
Vaughan R Brown,44.0,0,0,0,72.16333333333333,3
Vaughn B van Jaarsveld,9.0,0,0,0,59.82,2
Vernon D Philander,73.0,0,0,0,88.63999999999999,5
Victor Grandia,0.0,0,1,0,0.0,1
Victor J Marks,285.0,0,0,0,60.81583333333334,24
Victor Pollard,67.0,0,0,0,42.730000000000004,2
Vijay Dahiya,216.0,0,2,0,58.683333333333344,15
Vijay Mehra,92.0,0,0,0,44.06666666666667,6
Vijay R R Bhardwaj,136.0,0,1,0,64.80555555555556,9
Vijay Yadav,118.0,0,2,0,76.27,12
Vikram R Singh,8.0,0,0,0,61.53,1
Vikram S Rathore,193.0,0,0,0,60.16857142857144,7
Vikram S Solanki,1097.0,2,2,0,63.14739130434783,46
Vikrant Shetty,7.0,0,0,0,41.17,1
Vincent J Wells,141.0,0,0,0,63.07857142857143,7
Vincent R Hogg,7.0,0,0,0,36.84,1
Vinod G Kambli,2477.0,2,4,0,64.99113402061852,97
Vinoo A B Tewarie,4.0,0,0,0,18.18,1
Vinothen B John,84.0,0,4,0,48.94421052631579,19
Virat Kohli,2617.0,7,5,2,70.17378787878785,66
Virender Sehwag,7760.0,14,12,4,93.87600000000002,230
Vivek Razdan,23.0,0,0,0,73.24333333333334,3
Vusimuzi Sibanda,2273.0,1,12,4,48.399587628865966,97
W Dorakanti Balaji Rao,59.0,0,0,0,59.32375,8
W P U J Chaminda Vaas,2025.0,0,30,0,70.70195454545451,220
W Saman Jayantha,400.0,0,2,0,61.91235294117647,17
W Upul Tharanga,4064.0,12,11,0,62.5715702479339,121
Waddington Mwayenga,1.0,0,1,0,25.0,2
Wahab Riaz,80.0,0,6,0,60.61933333333333,15
Wajahatullah Wasti,349.0,0,1,0,42.12733333333334,15
Walter J Edwards,2.0,0,0,0,14.28,1
Waqar Younis,969.0,0,22,0,64.48733812949641,139
Warren A Wisneski,10.0,0,0,0,65.0,2
Warren K Lees,215.0,0,1,0,71.58874999999999,24
Warrick M Darling,363.0,0,0,0,54.65277777777777,18
Wasim Akram,3717.0,0,32,0,84.67800000000003,280
Wasim Bari,221.0,0,0,0,64.48653846153846,26
Wasim Haider,26.0,0,0,0,40.13,2
Wasim Jaffer,10.0,0,1,0,25.0,2
Wasim Raja,782.0,0,7,0,57.78688888888889,45
Wavell W Hinds,2880.0,5,9,1,57.01360360360356,111
Wayne B Phillips,852.0,0,2,0,92.18682926829268,41
Wayne D Parnell,116.0,0,1,0,71.85875,8
Wayne Larkins,591.0,1,3,0,43.6575,24
Wayne Robert James,101.0,0,1,0,37.458749999999995,8
Wayne W Daniel,49.0,0,1,0,76.766,5
Wesley Barresi,457.0,0,3,0,59.285263157894754,19
Wessel J Cronje,5565.0,2,8,4,73.57342857142854,175
Wilfred N Slack,43.0,0,0,0,45.995000000000005,2
Wilfred P Diepeveen,6.0,0,0,0,85.71,1
William B Rankin,35.0,0,5,0,27.490714285714287,14
William F Stelling,180.0,0,1,0,57.44727272727273,11
William K McCallan,361.0,0,6,0,70.37357142857142,28
William M Lawry,27.0,0,0,0,55.1,1
William T S Porterfield,1726.0,5,3,0,56.46553571428571,56
William Watson,86.0,0,5,0,49.582916666666655,24
Winston K M Benjamin,298.0,0,13,0,66.3151923076923,52
Winston W Davis,28.0,0,1,0,47.86,5
Withanaarchchige C A Ganegama,7.0,0,1,0,43.75,2
Woorkeri V Raman,617.0,1,6,1,37.36185185185186,27
Wriddhiman P Saha,4.0,0,0,0,80.0,1
Xavier J Doherty,17.0,0,1,0,66.666,5
Xavier M Marshall,375.0,1,5,0,57.63041666666667,24
Yalaka Venugopal Rao,218.0,0,2,0,51.03818181818181,11
Yashpal Sharma,883.0,0,0,0,65.00075000000001,40
Yasir Arafat,74.0,0,1,0,65.72625,8
Yasir Hameed,2028.0,3,2,1,58.87053571428572,56
Yograj Singh,1.0,0,3,0,8.3325,4
Yohan Goonasekera,69.0,0,0,0,78.01666666666667,3
Younis Khan,6442.0,6,21,1,64.96847926267282,217
Yunus Badat,1.0,0,1,0,12.5,2
Yusuf K Pathan,810.0,2,7,0,95.88536585365853,41
Yuvraj Singh,8051.0,13,15,3,79.13948412698414,252
Zafar Iqbal,48.0,0,1,0,76.83166666666666,6
Zaheer Khan,781.0,0,19,0,69.04949494949494,99
Zahid Ahmed,3.0,0,1,0,18.75,2
Zahid Fazal,348.0,0,0,1,60.95499999999999,18
Zahid Hussain,9.0,0,0,0,45.83,2
Zahid Razzak,14.0,0,0,0,33.11,3
Zahid Shah,11.0,0,0,0,55.045,2
Zahoor Elahi,297.0,0,3,0,39.32071428571429,14
Zain Abbas,26.0,0,0,0,48.14,1
Zakir Hasan,0.0,0,1,0,0.0,1
Zakir Khan,27.0,0,0,0,71.398,5
Zameer Zahir,3.0,0,0,0,23.07,1
Zubin E Surkari,328.0,0,1,0,48.29090909090908,22
Zulfiqar Ali,39.0,0,0,0,43.166666666666664,3
Zulqarnain Haider,48.0,0,0,0,81.2375,4
Zulquarnain,18.0,0,2,0,41.06,6
